ORF	Name	R1.Ratio	R2.Ratio	R3.Ratio	R4.Ratio	R5.Ratio	R6.Ratio	R7.Ratio
199	YOL032W		-0.070389327891398	-0.028569152196771	0.286304185156641	0.184424571137428	0.0892673380970873	2.55639334852439	1.68965987938785
200	YOL039W	RPLA2	0.0740005814437768	-0.028569152196771	0.104697378666693	0	0	-0.16349873228288	-2.30158764660319
201	YOL040C	RPS21	0.104697378666693	0.0588936890535686	-0.137503523749935	-0.411426245726465	-0.55581615506164	-1.53106949272595	-2.65535182861255
202	YOL053C	DDR2	-0.111031312388744	-0.16349873228288	0.0892673380970873	0.888968687611256	0.915935735211525	2.55639334852439	1.78587519464715
203	YOL084W		-0.31034012061215	0.120294233717712	0.434402824145775	0	-0.070389327891398	1.32192809488736	2.64385618977472
204	YOR065W	CYT1	0.168122758808327	0.104697378666693	0.321928094887362	0.286304185156641	0.943416471633632	1.68965987938785	2.39592867633114
205	YOR178C	GAC1	-0.189033824390017	-0.070389327891398	0.473931188332412	0.2688167584278	0.136061549576028	2.32192809488736	2.05889368905357
206	YOR215C		0.0740005814437768	0	0.377069649079823	0.785875194647153	0.943416471633632	3.47393118833241	2.83650126771712
207	YOR234C	RPL37B	0.0740005814437768	0.0740005814437768	-0.124328135002202	-0.36737106564853	-0.485426827170242	-1.6959938131099	-2.30158764660319
208	YOR309C		0.200912693925996	0.0291463456595165	0.234465253637023	-0.641546029087524	-0.37851162325373	-2.09761079662642	-2.96347412397489
209	YOR310C		0.15200309344505	-0.0143552929770701	0.340075441597622	-0.604071323668861	-0.641546029087524	-1.81966818349646	-3.09592441999854
210	YCL025C		0	-0.028569152196771	0.434402824145775	0.0439433475875972	0.643856189774725	0.666576266274808	2.47393118833241
211	YOR312C	RPL18B	0.234465253637023	-0.0143552929770701	0.251538766995964	-0.422233000683048	-0.454175893185802	-1.51601514700366	-2.53106949272595
212	YOR374W		0	0.494109070270043	0.340075441597622	1	1.32192809488736	2.47393118833241	2.47393118833241
213	YPL012W		0.0892673380970873	-0.27500704749987	-0.150559676575381	-1.17632277264046	-1.58496250072116	-2.9560566524124	-3.07553263116736
214	YCL035C		0.0291463456595165	0.321928094887362	0.535331732996556	0.666576266274808	0.2688167584278	2.55639334852439	1.51457317282976
215	YPL131W	RPL1	0.0588936890535686	0.0892673380970873	0.15200309344505	-0.823749360308273	-0.22650852980868	-1.65535182861255	-2.53356334821451
216	YPL220W	SSM1A	0.0439433475875972	-0.0143552929770701	0.395928676331139	-0.356143810225275	-0.0426443374084937	-1.60407132366886	-2.76765479823735
217	YPL226W		0.0439433475875972	0.0740005814437768	-0.0976107966264223	-0.839959587489532	-1.17632277264046	-1.88752527074159	-2.45680614923047
218	YPR137W		0.0740005814437768	-0.176322772640463	-0.20163386116965	-0.887525270741588	-0.918386234446348	-1.6959938131099	-2.95419631038688
219	YPR149W	NCE2	0.15200309344505	0.120294233717712	0.395928676331139	0.810966175609983	0.915935735211525	2.05889368905357	2.32192809488736
220	YPR184W	GDE	-0.238786859587116	-0.0840642647884746	-0.27500704749987	0.200912693925996	0.556393348524385	1.51457317282976	2.64385618977472
221	YDL215C	GDH2	-0.070389327891398	0.0439433475875972	0.0439433475875972	-0.464668267003444	-0.0565835283663676	0.3040061868901	2.32192809488736
222	YDR258C	HSP78	-0.214124805352847	-0.0840642647884746	-0.263034405833794	0.666576266274808	0.915935735211525	2.18442457113743	2.47393118833241
223	YCR010C		-0.485426827170242	-0.36737106564853	0.234465253637023	-0.36737106564853	-0.422233000683048	0.535331732996556	2.64385618977472
224	YCR021c	HSP30	-0.790772037862	0.0144995696951152	1.88896868761126	1.55639334852439	0.862496476250065	3.64385618977472	3.32192809488736
225	YDL083C		0.104697378666693	-0.286881147788162	-0.189033824390017	-0.650764559116902	-0.799087306074004	-1.17632277264046	-2.40053792958373
226	YDL085w		-0.111031312388744	1	0.0588936890535686	-0.124328135002202	-0.27500704749987	2.05889368905357	2.83650126771712
227	YDL136w		-0.070389327891398	-0.0143552929770701	-0.0426443374084937	-0.36737106564853	-0.214124805352847	-1.55090066464752	-2.56315813040281
228	YDL199c		-0.0426443374084937	0.494109070270043	0.415037499278844	0.184424571137428	-0.344828496997441	1.73696559416621	2.32192809488736
229	YDL204w		-0.36737106564853	0.915935735211525	-0.505890929729957	0.2688167584278	0.0892673380970873	4.05889368905357	3.05889368905357
230	YDL208W	NHP2	0.0439433475875972	-0.150559676575381	0.0439433475875972	-0.575312330687437	-0.485426827170242	-2.14404636961671	-2.63691458035588
